ID	TOPIC_ID	TITLE	TEXT_CONTACT-US	SOURCE
30	4	Dickmacher im Griff		https://www.dguv-lug.de/berufsbildende-schulen/gesundheitsschutz/ernaehrung-dickmacher-im-griff/
31	4	"ISS GUT JETZT!"		http://www.greenpeace.de/themen/umweltbildung/neues-bildungsmaterial-iss-gut-jetzt
32	4	Ein kostenloses Unterrichtsprojekt für Kinder und Jugendliche		http://www.peta.de/veggiefuehrerschein#.VdHMiPmqqkp
33	4	Ernährungs- & Verbraucherbildung		http://www.schuleundgesundheit.de/themen/ernaehrungs-verbraucherbildung.html
34	4	Themenpark Ernährung		http://www.lo-net.de/themenpark-ernaehrung.php
35	4	Unterrichtsmaterial: Wie frühstückt die Welt?		http://www.lehrer-online.de/fruehstueck.php
36	5	Seiteneinstieg in den Schuldienst des Landes Nordrhein-Westfalen mit berufsbegleitender Ausbildung		https://www.schulministerium.nrw.de/docs/LehrkraftNRW/Anerkennungsverfahren/SeiteneinstiegBeruf/index.html
37	5	Sondermaßnahmen zur Lehrkräftequalifizierung		http://www.mbjs.brandenburg.de/sixcms/detail.php/bb1.c.334262.de
38	5	Quer- und Seiteneinstieg		http://www.schleswig-holstein.de/DE/Fachinhalte/S/stellenmarkt_schule/querSeitenEinstieg.html
39	5	Ein Quereinstieg in den hessischen Schuldienst ist derzeit auf diesem Weg möglich:		https://verwaltung.hessen.de/irj/HKM_Internet?cid=f47661f5de754561a3f2e86dcf81252d
40	5	Quereinstieg in den niedersächsischen Schuldienst		http://www.mk.niedersachsen.de/portal/live.php?navigation_id=26154&article_id=89031&_psmand=8
41	6	Fakten zur Flüchtlingsdebatte		http://www.iwkoeln.de/infodienste/iw-nachrichten/beitrag/asylpolitik-fakten-zur-fluechtlingsdebatte-236900
42	6	IAB-Kurzberichte		http://www.iab.de/de/publikationen/kurzbericht.aspx
43	6	W&E Online-Ausgabe		http://www.vlw.de/veroeffentlichungen/aktuelle-ausgabe/
44	6	BIBB / Berufe		https://www.bibb.de/berufe
45	6	BWP 3/2015 Berufsbildung und Hochschule		https://www.bibb.de/veroeffentlichungen/de/publication/seriesitem/id/3
46	6	Foraus.de-Studie zur Attraktivität der dualen Berufsausbildung		http://www.foraus.de/html/
47	6	Förderung überbetrieblicher Berufsbildungsstätten		http://www.bmbf.de/de/1644.php
48	6	Über bwp @		http://www.bwpat.de/
49	6	Das Aufstiegsstipendium 		https://www.bmbf.de/de/das-aufstiegsstipendium-882.html
50	6	BILDUNGSPRAXIS - Das didacta Magazin für die berufliche Bildung		http://bildungspraxis.de/
51	7	Mediatoren - schnell wie die Feuerwehr!		http://www.petervischerschule.de/beratung-und-hilfe/mediatoren-streitschlichter.html
52	7	Mediation an der Kopernikus-Oberschule		http://www.kopernikus.be.schule.de/infos/mediation.html
53	7	JRK-Streitschlichtung: Konflikte friedlich lösen		https://www.jrk-nordrhein.de/schularbeit_streitschlichter+&cd=1&hl=de&ct=clnk&gl=de
54	7	Fortbildungsangebote		http://www.hamburg.de/gewaltpraevention/veranstaltungen/
55	7	Achtsamer Dialog		http://www.dguv-lug.de/achtsamer_dialog.php
56	7	Ich und wir		http://www.dguv-lug.de/ich_und_wir.php
57	7	Streitschlichtung an Schulen		http://www.lehrer-online.de/1021709.php
58	8	Der Deutsche Qualifikationsrahmen für Lebenslanges Lernen		https://www.bmbf.de/de/der-deutsche-qualifikationsrahmen-fuer-lebenslanges-lernen-1238.html
59	8	Der Deutsche Qualifikationsrahmen für lebenslanges Lernen		http://www.dqr.de/
60	8	Deutscher Qualifikationsrahmen		http://www.arbeitgeber.de/www/arbeitgeber.nsf/id/DE_Deutscher_Qualifikationsrahmen
61	8	Lebenslanges Lernen		http://www.netzwerk-weiterbildung.info/meldung_volltext.php?id=4bf3c2113f23b&akt=weiterbildung_lebenslang
62	9	Gelesen heißt noch nicht verstanden (Rudolf Steffens)		http://www.fachdidaktik-einecke.de/4_Literaturdidaktik/lesekompetenz_foerdern_steffens.htm
63	9	Wolfgang Schill, Gerhard Tulodziecki, Wolf-Rüdiger Wagner - Medienpädagogisches Handeln in der Schule in den Zeiten von "PISA"		http://www.produktive-medienarbeit.de/ressourcen/bibliothek/fachartikel/schill_tulodziecki_wagner_handeln.shtml
64	9	14. 10. 2004		http://www.bildungsserver.de/innovationsportal/bildungplus.html?artid=355
65	9	Lesekompetenz: "Führerschein für die Datenautobahnen der Zukunft"		http://www.lesen-in-deutschland.de/html/content.php?object=journal&lid=581
66	9	Mädchen lesen ander(e)s als Jungen. Unterschiedliche Leseinteressen und Leseweisen - Empirische Befunde und Erklärungsansätze		http://www.querelles-net.de/index.php/qn/article/viewArticle/207/215
67	9	Heinrich, Finn-Ole: Die erstaunlichen Abenteuer der Maulina Schmitt		http://www.hdm-stuttgart.de/ifak/publikationen/ifak/pdfs/Jungen_lesen_anders.pdf
68	9	Risikogruppe: Jungen		http://www.lesen-in-deutschland.de/html/content.php?object=journal&lid=6 19
69	9	Wer lesen will, sollte hören		http://www.lesen-in-deutschland.de/html/content.php
70	9	Leseförderung ist Teil der Medienerziehung		http://www.lesen-in-deutschland.de/html/content.php?object=journal&lid=6 45
71	9	Zuhause in der Bibliothek		http://www.lesen-in-deutschland.de/html/content.php?object=journal&lid=652
72	9	Schriftfrei ins Abseits		http://www.lesen-in-deutschland.de/html/content.php?object=journal&lid=665
73	9	"Jungen lieben Erfolgserlebnisse"		http://www.lesen-in-deutschland.de/html/content.php?object=journal&lid=684
74	10	„Es spricht nichts gegen das G8“		http://www.taz.de/Bildungsforscher-ueber-Abiturdauer/!5087586/
75	10	Der Weg zum Abitur		http://www.bildungsserver.de/innovationsportal/bildungplus.html?artid=646
76	10	Ideenbörse G8		http://web.archive.org/web/20160224212521/http://www.kultusportal-bw.de/,Lde/Startseite/schulebw/Ideenboerse+G8
77	10	G9-Modellschulen		http://web.archive.org/web/20130808100858/http://kultusportal-bw.de/,Lde/770365
78	10	G8-Lehrplan: Ergebnisse der Evaluation und überarbeiteter Lehrplan sind online		http://www.km.bayern.de/allgemein/meldung/1434/g8-lehrplan-ergebnisse-der-evaluation-und-ueberarbeiteter-lehrplan-sind-online.html
79	10	Pädagogische Reform		http://www.km.bayern.de/allgemein/meldung/2938/kultusminister-begruesst-resolution-der-regierungsfraktion.html
80	10	Gymnasium		https://www.berlin.de/sen/bildung/schule/bildungswege/gymnasium/
81	10	Abitur im Land Brandenburg		http://www.mbjs.brandenburg.de/sixcms/detail.php/bb2.c.457066.de
82	10	Meinungsbild zu G8/G9: 58% der Einsender und 85% der schulischen Gremien für Beibehaltung von G8		http://www.hamburg.de/bsb/pressemitteilungen/4324128/2014-06-06-bsb-g8-g9-debatte/
83	10	Gymnasium		http://www.hamburg.de/gymnasium/
84	10	SCHULGESETZÄNDERUNG		https://kultusministerium.hessen.de/schule/schulformen/gymnasium/wahlfreiheit-zwischen-g8-und-g9
85	10	Modernes Abitur nach 13 Jahren in Niedersachsen		http://www.mk.niedersachsen.de/portal/live.php?navigation_id=34581&article_id=123195&_psmand=8
86	10	Das Thüringer Gymnasium		http://www.thueringen.de/th2/tmbjs/bildung/schulwesen/schulsystem/gymnasium/
87	10	Das G8-Fähnchen im Wind		http://www.deutschlandfunk.de/schwerpunktthema-das-g8-faehnchen-im-wind.1180.de.html?dram:article_id=280729
88	11	Unterrichtseinheit: Kritische Auseinandersetzung mit PEGIDA		http://www.lehrer-online.de/pegida.php
89	11	basta - Nein zur Gewalt		http://www.lehrer-online.de/222025.php
90	11	Rechtsextremismus		https://www.verfassungsschutz.de/de/service/glossar/rechtsextremismus
91	11	Rassismus - Definition und Bedeutung		http://www.dir-info.de/literatur/begreifen/
92	11	Rechtsextremismus und Fremdenfeindlichkeit		http://www.lehrer-online.de/rechtsextremismus.php?sid=13320885595640965819495069506400
93	11	Baustein zur nicht-rassistischen Bildungsarbeit		http://baustein.dgb-bwt.de/index.php4
94	11	Argumente gegen die Leugner des Holocaust		http://www.lehrer-online.de/holocaust-leugner.php
95	20	5 Jahre nach 9/11		http://www.bpb.de/politik/hintergrund-aktuell/70114/11-september-2001-07-09-2006 
96	20	11. September 2001		http://www.spiegel.de/thema/terroranschlaege_vom_11_september_2001/
97	20	Terror-Piloten lebten in Hamburg!		http://www.ndr.de/nachrichten/elfterseptember123.html
98	20	Film: Der Anschlag - Der 11. September 2001 und die Folgen		http://www.planet-schule.de/sf/filme-online.php?&film=8606
99	20	Sicherheitspolitische Presseschau		http://www.bpb.de/internationales/weltweit/sicherheitspolitische-presseschau/
100	20	11. September 2001 - Zehn Jahre danach Wie die Anschläge die Welt veränderten		http://www.tagesschau.de/ausland/dossierelfterseptember100.html
101	20	Dossier: Terrorismus		http://www.spiegel.de/schulspiegel/dossier-terrorismus-a-293127.html
102	20	Terror und Rechtsstaat		http://www.bpb.de/shop/lernen/themenblaetter/36816/terror-und-rechtsstaat
103	20	Sicher leben		http://www.bpb.de/shop/zeitschriften/fluter/35097/sicher-leben
104	21	50 Jahre Berliner Mauer		http://bildungsserver.berlin-brandenburg.de/index.php?id=berliner_mauer
105	21	50. Jahrestag des Mauerbaus		http://www.50jahremauerbau.de/
106	21	Berliner Mauer: Geschichte & Dokumentation des „Antifaschistischen Schutzwalls“ der DDR		http://www.berliner-mauer.de/
107	21	Sprachliche Aspekte		https://de.wikipedia.org/wiki/Berliner_Mauer
108	21	Arbeitsblätter		http://www.chronik-der-mauer.de/lernen/176571/arbeitsblaetter
109	21	Mauerbau: Drei Perspektiven		http://www.lehrer-online.de/mauerbau-drei-perspektiven.php
110	21	Deutsch-deutsche Beziehungen zwischen 1949 und 1961		http://www.lehrer-online.de/deutsch-deutsche-beziehungen.php
111	21	Dossier Deutsche Teilung - Deutsche Einheit		http://www.bpb.de/geschichte/deutsche-einheit/deutsche-teilung-deutsche-einheit/
112	21	Mauerbau: Drei Perspektiven		http://www.lehrer-online.de/unterricht/sekundarstufen/geisteswissenschaften/geschichte/unterrichtseinheit/ue/mauerbau-drei-perspektiven/
113	21	Mauerbau: Drei Perspektiven		http://www.lehrer-online.de/unterricht/sekundarstufen/geisteswissenschaften/geschichte/unterrichtseinheit/ue/mauerbau-drei-perspektiven/
114	21	Mauer-Touren		https://www.hanisauland.de/spezial/mauerfall-2009/mauerfall-2009-kapitel-8.html
115	21	Chronik der Mauer		http://www.chronik-der-mauer.de/
116	22	Borderline-Syndrom		http://www.onmeda.de/krankheiten/borderline.html
117	22	GrenzHaus		http://www.grenzhaus.de/wp/
118	22	News: Borderline-Betroffene		http://www.borderline-plattform.de/index.php/news/8-borderline-betroffene-expertinnen-in-eigener-sache
119	22	Freudsche Psychoanalyse		http://www.webkultur.com/freud-167.htm
120	22	Borderline Plattform		http://www.borderline-plattform.de/
121	22	Borderline-Persönlichkeitsstörung		https://de.wikipedia.org/wiki/Borderline-Pers%C3%B6nlichkeitsst%C3%B6rung
122	23	Christoph Kolumbus (Spanien Geschichte)		http://www.spanien-bilder.com/spanische_geschichte/christoph_kolumbus/christoph_kolumbus.html
123	23	Christoph Kolumbus (Medienwerkstatt)		http://www.medienwerkstatt-online.de/lws_wissen/vorlagen/showcard.php?id=5562&edit=0
124	23	DNS-Analyse Hundertfünfzig Gramm Kolumbus		http://www.faz.net/aktuell/gesellschaft/dns-analyse-hundertfuenfzig-gramm-kolumbus-1329312.html
125	23	Toscanellis Brief über den westlichen Weg nach Indien		http://www.druckversion.studien-von-zeitfragen.net/Toscanelli-Brief.htm
126	23	Tauchfahrt in die Vergangenheit: Kolumbus' letzte Reise		http://www.zdf.de/terra-x/unternehmen-weltumsegelung-5204446.html
127	23	Christopher Columbus disovery of America		http://www.fiks.de/columbus/seiten/chrono1.htm
128	23	Amerika - Wer hat es entdeckt?		http://www.br-online.de/kinder/fragen-verstehen/wissen/2003/00004/
129	23	Altamerikanische Kulturen		http://www.wissen.de/lexikon/altamerikanische-kulturen
130	23	Die Indianer-Seiten der Blinden Kuh		http://www.blinde-kuh.de/indianer/index.htm
131	23	Christoph Kolumbus (Wikipedia)		https://de.wikipedia.org/wiki/Christoph_Kolumbus
132	23	Geozentrisches Weltbild		https://de.wikipedia.org/wiki/Geozentrisches_Weltbild#Ptolem.C3.A4isches_Weltbild
133	23	Heliozentrisches Weltbild		https://de.wikipedia.org/wiki/Heliozentrisches_Weltbild
134	23	Paolo dal Pozzo Toscanelli		https://de.wikipedia.org/wiki/Paolo_dal_Pozzo_Toscanelli
135	23	Nikolaus Kopernikus		https://de.wikipedia.org/wiki/Nikolaus_Kopernikus
136	24	Hannah Arendt 1906-1975		https://www.dhm.de/lemo/biografie/hannah-arendt
137	24	Hannah Arendt (Goethe Institut)		http://www.goethe.de/ins/bg/prj/uak/phi/are/deindex.htm
138	24	Hannah Arendt in Hannover		http://hannah-arendt-hannover.de/ 
139	24	Die philosophische Madonna		http://www.welt.de/print-welt/article181845/Die-philosophische-Madonna.html
140	24	Zum neunzigsten Geburtstag der Philosophin Hannah Arendt		http://www.zeit.de/1996/42/arendt.txt.19961011.xml#!top-of-overscroll
141	24	Leben und Werk		https://de.wikipedia.org/wiki/Hannah_Arendt
142	24	Das Hannah Arendt-Zentrum		https://www.uni-oldenburg.de/philosophie/forschung/hannah-arendt-zentrum/
143	24	Hannah Arendts politische Philosophie		http://achimwagenknecht.de/Arendt/index.htm
144	24	Der Hannah-Arendt-Preis für politisches Denken e.V.		http://www.boell-bremen.de/arendt/home.html
145	24	HannahArendt.net		http://www.hannaharendt.net/index.php/han
146	25	Kindernetzwerk		http://www.kindernetzwerk.de/
147	25	 Stiftung für das behinderte Kind		http://www.stiftung-behindertes-kind.de/startseite.html
148	25	Inklusion statt Förderschule: Wann gemeinsames Lernen sinnvoll ist		http://www.sueddeutsche.de/bildung/inklusion-statt-foerderschule-wann-gemeinsames-lernen-sinnvoll-ist-1.1482320
149	25	Wie Eltern das Projekt Inklusion torpedieren		http://www.welt.de/politik/deutschland/article114538623/Wie-Eltern-das-Projekt-Inklusion-torpedieren.html
150	25	Inklusion - nicht nur für die Schüler schlecht		https://npd-brandenburg.de/?p=2093
151	25	Über Widersacher der Inklusion und ihre Gegenreden - Essay		http://www.bpb.de/apuz/32713/ueber-widersacher-der-inklusion-und-ihre-gegenreden-essay?p=all
152	25	Funktioniert die Schule mit der vollen Inklusion?		http://www.welt.de/politik/deutschland/article13850739/Funktioniert-die-Schule-mit-der-vollen-Inklusion.html
153	25	Behinderte Kinder haben Recht auf Regelschule		https://www.myhandicap.de/job-ausbildung-behinderung/schule/recht-auf-regelschule/
154	25	Behinderte Schüler: Na bitte, es geht doch		http://www.spiegel.de/schulspiegel/wissen/behinderte-schueler-na-bitte-es-geht-doch-a-769821.html
155	25	Eine Schule für alle		http://www.focus.de/familie/schule/inklusion/neun-fakten-zur-inklusion-eine-schule-fuer-alle_id_2336601.html
156	26	Unbegleitete Minderjährige		http://www.bamf.de/SharedDocs/Dossiers/DE/unbegleitete-minderjaehrige-2014.html?nn=1367526
157	26	Aktuelles vom Verband und zur Situation junger Geflüchteter		http://www.b-umf.de/
158	26	Jeder dritte Asylbewerber ist minderjährig		http://www.bundestag.de/presse/hib/201603/-/411972
159	26	Modellprojekt "Junge Flüchtlinge im Jugendmigrationsdienst" gestartet		http://www.bmfsfj.de/BMFSFJ/kinder-und-jugend,did=219088.html
160	26	Unbegleitete minderjährige Flüchtlinge		http://www.bundestag.de/presse/hib/2015_08/-/384870
161	26	Broschüre: “Flüchtlingskinder und jugendliche Flüchtlinge”		http://www.ztk-koeln.de/info-broschueren/broschuere-fluechtlingskinder-und-jugendliche-fluechtlinge-in-schulen-kindergaerten-und-freizeiteinrichtungen/
162	26	DJI TOP THEMA Januar 2014		http://www.dji.de/index.php?id=43319
163	26	Junge Flüchtlinge		https://www.dkjs.de/themen/junge-fluechtlinge/
164	26	Junge Geflüchtete		http://www.jugendsozialarbeit.de/junge_geflluechtete
165	26	Willkommensbroschüre		http://www.b-umf.de/de/publikationen/willkommensbroschuere 
166	26	Modellprojekt "Junge Flüchtlinge im Jugendmigrationsdienst" gestartet		http://www.bmfsfj.de/BMFSFJ/kinder-und-jugend,did=219088.html
167	26	Willkommen bei „Lesestart für Flüchtlingskinder"		http://www.lesestart-fuer-fluechtlingskinder.de/
168	26	Generelle Rechte		https://de.wikipedia.org/wiki/Unbegleiteter_minderähriger_Flüchtling
169	27	Die Sprache der Romantiker		http://www.lehrer-online.de/unterricht/sekundarstufen/geisteswissenschaften/deutsch/unterrichtseinheit/ue/die-sprache-der-romantiker/
170	27	Märchen-Quiz		http://lehrer-online.de/615207.php?sid=22370643569447841446599699969540
171	27	Märchen interaktiv		http://www.lehrer-online.de/616667.php?sid=78430555615023310946599729972900
172	27	Unterrichtsprojekt und interaktive Lerneinheit "Märchen"		http://lehrer-online.de/615207.php?sid=46659031387192957546599719971410
173	27	Orte und Regionen		http://www.deutsche-maerchenstrasse.com/de/reisen/reiseziele/mitgliedsorte/
174	27	Einleitung		http://www.deutsche-maerchenstrasse.com/de/die-brueder-grimm/einleitung/
175	27	Brüder Grimm Festspiele		http://www.festspiele.hanau.de/
176	27	Brüder Grimm		http://www.grimms.de/
177	27	Der Digitale Grimm		http://www.lehrer-online.de/digitaler-grimm.php
178	27	Ausstellung		http://www.goethe.de/lrn/prj/mlg/aus/aus/deindex.htm
179	28	Der Culture in the Workplace Questionnaire™		http://www.imo-international.de/index_deutsch.htm?/deutsch/html/cw.htm
180	28	Interkulturelles Lernen		https://de.wikipedia.org/wiki/Interkulturelles_Lernen
181	28	Interkulturelles Training		http://wwwuser.gwdg.de/~kflechs/iikdtraining.htm
182	28	Internationale Teamentwicklung		http://www.ikud-seminare.de/veroeffentlichungen/internationale-teamentwicklung.html
183	28	Zur Entwicklung eines kulturadäquaten Konzeptes für interkulturelle Trainings		http://epub.uni-regensburg.de/10184/
184	28	Culture Assimilator		http://www.andreas.de/ca/
185	28	Willkommen zum e-learning-tool "Anti-Diskriminierungstraining"!		http://www.zara.or.at/materialien/gleiche-chancen/elearning/index.htm
186	28	Warum eine Homepage zu interkulturellem Lernen?		http://www.ikkompetenz.thueringen.de/
187	28	IKK – Interkulturelles Kompetenz- und Konflikttraining für den Beruf		http://www.f-bb.de/projekte/weiterbildung/weiterbildung-detail/proinfo/ikk-interkulturelles-kompetenz-und-konflikttraining-fuer-den-beruf.html
188	28	Faire Bildungschancen		http://www.bertelsmann-stiftung.de/de/unsere-projekte/einwanderung-und-vielfalt/projektthemen/bildung-fuer-die-einwanderungsgesellschaft/
189	28	Seminar- und Trainingsangebote für Jugendliche, Multiplikatoren & alle Interessierten		http://www.aric-nrw.de/trainings-und-seminare/
190	29	ArbeiterKind.de		http://www.arbeiterkind.de/
191	29	Schule vorbei - Was nun?		http://campus-compass.eu/de/
192	29	Wo geht's zum Traumberuf?		http://www.abi.de/eltern/elternheft/einstiegsseite-hilfe-mein-kind09318.htm
193	29	Studieren an deutschen Hochschulen		http://www.hochschulkompass.de/studium
194	29	Monitor Lehrerbildung		http://www.monitor-lehrerbildung.de/web/
195	29	Schnuppern und Orientieren an der Hochschule		http://www.studienwahl.de/de/thema-des-monats/schnuppern-und-orientieren-an-der-hochschule01508.htm
196	29	Was bringt ein Masterstudium?		http://www.studienwahl.de/de/thema-des-monats/was-bringt-ein-masterstudium01812.htm
197	29	Nach dem Bachelor: Warum der Master keine entscheidenden Vorteile bringt		http://www.sueddeutsche.de/bildung/nach-dem-bachelor-warum-der-master-keine-entscheidenden-vorteile-bringt-1.1414318
198	29	Studium: Soll ich einen Master machen?		http://www.zeit.de/campus/2010/s1/was-studieren-interview
199	29	Was spricht für ein Masterstudium?		http://www.zeit.de/campus/2013/s2/master-studium-entscheidung
200	29	Muss ich wirklich noch den Master machen?		http://www.jetzt.de/jetztgedruckt/muss-ich-wirklich-noch-den-master-machen-538752
201	29	Master - ja oder nein?		http://www.abi.de/studium/studiengaenge/weiterfuehrende/welcher-master-haupttext09530.htm
202	29	Der Master ist kein Muss		http://www.fr-online.de/berufsrundschau/abschluss-der-master-ist-kein-muss,4599958,17009424.html
203	29	Bolognareform Der Master lohnt sich auch für erfahrene Kollegen		http://www.ingenieur.de/Arbeit-Beruf/Ausbildung-Studium/Der-Master-lohnt-fuer-erfahrene-Kollegen
270	30	Die Counterculture		http://www.aurora-magazin.at/wissenschaft/hutzinger.htm
271	30	Gothic (Kultur)		https://de.wikipedia.org/wiki/Gothic_%28Kultur%29
272	30	Gothic		http://www.sekten-sachsen.de/gothic.htm
273	30	Skinheads in den Medien		http://www.hausarbeiten.de/faecher/vorschau/96464.html
274	30	Hip-Hop (Musik)		https://de.wikipedia.org/wiki/Hip-Hop
275	30	Hip-Hop (Subkultur)		https://de.wikipedia.org/wiki/Hip-Hop_%28Subkultur%29
276	30	Hippie		https://de.wikipedia.org/wiki/Hippie
277	30	Jesus Freaks		https://de.wikipedia.org/wiki/Jesus_Freaks
278	30	Jugendkulturen und NS-Vergangenheit		http://www2.hu-berlin.de/fpm/popscrip/themen/pst04/pst04_kersten.htm
279	30	Kurzinformation Religion: Gothic Subkultur		http://remid.de/info_gothic/
280	30	Metal		https://de.wikipedia.org/wiki/Metal
281	30	Punk		https://de.wikipedia.org/wiki/Punk
282	30	Subkulturell geprägte Rechtsextremisten		http://www.mik.nrw.de/verfassungsschutz/rechtsextremismus/skinheadszene.html
283	30	Rollenspielsucht		http://www.rollenspielsucht.de/
284	30	Skinhead		https://de.wikipedia.org/wiki/Skinhead
285	30	Technoide		http://www.hitzler-soziologie.de/Projekte/techno.html
251	31	Informationsplattform Religion		http://www.religion-online.info/islam/themen/kopftuch-diskussion.html
252	31	Konfliktstoff Kopftuch		http://www.bpb.de/politik/innenpolitik/konfliktstoff-kopftuch/
253	31	Thema: Kopftuch-Debatte		http://egora.uni-muenster.de/pbnetz/kopftuch.shtml
254	31	Kopftuchstreit		https://de.wikipedia.org/wiki/Kopftuchstreit
255	31	KOPFTUCHVERBOT FÜR LEHRKRÄFTE IN DEUTSCHLAND		http://www.uni-trier.de/index.php?id=24373&L=0&no_cache=1&sword_list[0]=kopftuchverbot&sword_list[1]=lehrkr%C3%A4fte
256	31	Themen zur Problemerörterung		http://www.teachsam.de/deutsch/d_schreibf/schr_schule/eroert/ero_them/ero_them_ausl.htm#KOPFTUCHSTREIT
257	32	Ich, du - wir?! Zum ersten Mal verliebt		https://www.fwu-shop.de/ich-du-wir-zum-ersten-mal-verliebt.html
258	32	Infoblatt Jugendliche und sexuelle und reproduktive Gesundheit		http://de.slideshare.net/diedsw/infoblatt-jugendliche-und-sexuelle-und-reproduktive-gesundheit
259	32	Lerneinheit Geschlechtermerkmale		http://www.mallig.eduvinet.de/bio/geslech0/0geshl1.htm
260	32	Lerneinheit Menstruation		http://www.mallig.eduvinet.de/bio/geslech0/0geshl2.htm
261	32	Methoden der Empfängnisverhütung		https://www.fwu-shop.de/methoden-der-empfaengnisverhuetung.html
262	32	frauen leben 3 - Familienplanung im Lebenslauf von Frauen		http://www.sexualaufklaerung.de/
263	32	Schwanger unter 20		http://www.schwanger-unter-20.de/
264	32	Sexualerziehung im Kindergarten		http://www.bzga.de/infomaterialien/forum-sexualaufklaerung/forum-sexualaufklaerung-heft-4-2003-sexualerziehung-im-kindergarten/
265	32	Kindergartenbox "Entdecken, schauen, fühlen!"		http://publikationen.sexualaufklaerung.de/index.php?docid=424
266	32	Sexualpädagogik zwischen Persönlichkeitslernen und Arbeitsfeldorientierung		http://publikationen.sexualaufklaerung.de/index.php?docid=343
267	32	Sexualpädagogisches Konzept Kindergarten		http://members.dokom.net/wildwasser-dortmund/ap-dortmund/fachforum/ff_05.htm
268	32	Sexuelle Aufklärung		https://de.wikipedia.org/wiki/Sexuelle_Aufkl%C3%A4rung
269	32	Der weibliche Zyklus		https://www.fwu-shop.de/der-weibliche-zyklus.html
286	33	Alexander Dubcek 1921 - 1992		http://www.hdg.de/lemo/biografie/alexander-dubcek
287	33	Der "Prager Frühling"		http://www.bpb.de/geschichte/deutsche-geschichte/68er-bewegung/52007/prager-fruehling
288	33	Tschechien		http://www.planet-wissen.de/kultur/mitteleuropa/geschichte_tschechiens/pwiepragerfruehling100.html
289	33	40 Jahre Prager Frühling		http://www.radio.cz/de/rubrik/kultur/40-jahre-prager-fruehling-1968-lachen-und-vergessen
290	33	Prager Frühling		https://de.wikipedia.org/wiki/Prager_Fr%C3%BChling
291	33	Prager Frühling (ZEIT)		http://www.zeit.de/2008/31/DOS-Prag
292	34	Bildungstalk		www.bildungstalk.uni-frankfurt.de
