ID	TOPIC_ID	DOC_ID	USER_ID	POSITION_START	POSITION_END	TEXT	SOURCE	LINK_GROUP	COLOR	NUGGET_ID
601	2	8	8	5361	5472	in den Bereich der außerschulischen Jugendarbeit transferieren oder in eine Auseinandersetzung am Arbeitsplatz 		9	1	451
602	2	8	8	6148	6219	häufiger als die Schüler sind Lehrer damit befasst, bei Streitigkeiten 		10	1	449
603	2	8	8	6277	6293	zu intervenieren		10	1	449
604	2	8	8	6432	6467	Auch die Lehrperson benötigt Geduld		-1	1	464
605	2	8	8	8929	9033	Die moralische Aufarbeitung kann auch das Bewusstsein des Opfers beeinflussen und Verhärtungen vorbeugen		-1	1	465
606	2	8	8	10830	10863	Wie vermeide ich "Opferverhalten"		-1	1	467
607	2	8	8	10972	10992	Wie kann ich helfen?		-1	1	468
608	2	8	8	12064	12125	Bereite dich auf mögliche Bedrohungssituationen seelisch vor:		-1	1	469
609	2	8	8	12530	12592	Wenn ich "in mir ruhe", bin ich kreativer in meinen Handlungen		-1	1	470
610	2	8	8	12841	12907	Zeig, dass du bereit bist, gemäß deinen Möglichkeiten einzugreifen		-1	1	471
611	2	8	8	13259	13291	Halte den Kontakt zum Angreifer!		-1	1	472
612	2	8	8	13588	13618	 Nicht drohen oder beleidigen!		-1	1	473
613	2	8	8	13750	13812	 Kritisier sein Verhalten, aber werte ihn persönlich nicht ab.		-1	1	474
614	2	8	8	14204	14244	 Vermeide möglichst jeden Körperkontakt!		-1	1	475
615	2	8	8	14565	14611	Aktives gewaltfreies Verhalten ist erlernbar. 		-1	1	476
616	2	8	8	16228	16300	Jede Konfliktsituation ist von konkreten und situativen Faktoren geprägt		-1	1	478
617	2	8	8	18350	18442	"Zivilcourage heißt, einem Unrecht nicht tatenlos zuschauen, welches andere Dritten zufügen,	Erziehungswissenschaftler Dieter Lenzen	-1	1	479
618	2	8	8	19984	20102	Verhaltenstraining bietet uns die Chance, bisher ungewohntes Verhalten auszuprobieren, einzuüben und zu reflektieren" 		-1	1	480
619	2	8	8	22277	22344	Neben Rollenspielen kommt auch der Aufarbeitung eigener Erfahrungen		-1	1	481
620	2	8	8	23660	23701	Dazu gehört auch, eigene Angst zuzulassen		-1	1	482
621	2	9	8	1287	1355	Die Beispiele von Gewalt an Schulen oder von Schülern sind zahlreich		-1	1	483
622	2	9	8	1850	1915	Die Anzahl der Mehrfachtäter stieg über die Jahre von 2 auf 6% an		-1	1	484
623	2	9	8	2422	2481	\nAggression ist "ein Verhalten, das andere schädigen soll" 		-1	1	485
625	2	9	8	2855	2952	Es wird davon ausgegangen, das Jungen physisch aggressiver sind und Mädchen relational aggressive		-1	1	486
626	2	9	8	4095	4147	Medienpsychologen der Universität Utrecht Jo Groebel		11	1	452
627	2	9	8	4239	4318	führte aus, dass das Fernsehen zu „ einer weltweiten Kultur der Gewalt beiträgt		11	1	452
628	2	9	8	4565	4619	Es finde eine Kultivierung von extremster Gewalt statt		-1	1	487
630	2	9	8	5624	5704	„Fernsehgewalt konditioniert uns dahin, Spaß und Freude an der Gewalt zu haben, 	Der ehemalige amerikanische Militärpsychologe Grossmann	-1	1	489
631	2	9	8	8008	8036	dargestellten Möglichkeiten 		12	1	453
632	2	9	8	8103	8173	 zeigen, dass man Gewalt durchaus nicht hilflos gegenüberstehen muss.\n		12	1	453
634	2	9	8	9203	9274	Viele präventive Maßnahmen werden bereits heute an Schulen durchgeführt		-1	1	490
635	2	9	8	10721	10770	Eine Gewalttat dauert im Schnitt nur 10 Sekunden.		-1	1	491
636	2	9	8	10772	10833	Das Trainingsprogramm umfasst lediglich circa 6 Schulstunden 		-1	1	492
637	2	9	8	12001	12085	Es besteht die Möglichkeit der Teilnahme an Kursen in der Schule durch einen Trainer		-1	1	493
638	2	9	8	12303	12402	 Es sollen Störungen, die im Unterricht auftreten, sowie extreme Unterrichtsstile vermindert werden		-1	1	494
639	2	9	8	14795	14851	Die Finanzierung muss durch die besagte Schule erfolgen.		-1	1	495
640	2	9	8	17397	17497	Das Erstellen von Klassenregeln erscheint bei Auftreten von gewalttätigen Verhalten als sehr wichtig		-1	1	496
641	2	9	8	17573	17620	Klassengespräche sollen regelmäßig stattfinden.		-1	1	497
642	2	9	8	18318	18475	Gewalttätigkeit soll vorgebeugt werden, indem man z. B. das Klassenklima verbessert oder die Kommunikationsfähigkeit von Schülern und Lehrkräften trainiert.\n		-1	1	498
643	2	9	8	24068	24183	Es ist belegt, dass Schuldirektoren und Lehrer aktiv die Zahl der Gewalttaten an ihrer Schule beeinflussen können.“	Professor Christian Pfeiffer	-1	1	500
644	2	10	8	155	189	mit Gewalt löst man keine Probleme		-1	1	501
645	2	10	8	226	316	dafür eingesetzt, dass Konflikte offen und nicht mit Faust oder Messer ausgetragen werden.		-1	1	502
646	2	10	8	354	430	Gewaltbereitschaft ist zu einem großen Problem unserer Gesellschaft geworden		-1	1	503
647	2	10	8	541	631	 Immer weniger Kinder und Jugendliche sind in der Lage, Konflikte gewaltfrei auszutragen. 		-1	1	504
648	2	10	8	1181	1241	Kinder und Jugendliche für das Thema Gewalt sensibilisieren,		-1	1	505
649	2	10	8	1500	1578	haben wir beispielsweise ein bundesweites Streitschlichter-Programm entwickelt		-1	1	506
650	2	10	8	1814	1884	 Schüler/-innen können sich dort zu Streitschlichtern ausbilden lassen		-1	1	507
651	2	10	8	5346	5444	Bundesdelegiertentag beschließt einen Maßnahmenkatalog zur Verankerung des Themas Gewaltprävention		-1	1	508
652	2	11	8	648	707	Rassismus und Fremdenfeindlichkeit basieren auf Vorurteilen		-1	1	509
653	2	11	8	754	814	Um sie aufzubrechen, eignet sich ein Wechsel der Perspektive		-1	1	511
654	2	11	8	1449	1518	Gewaltbereitschaft entsteht auf dem Boden von übermäßiger Frustration		-1	1	512
655	2	11	8	2281	2339	Das Fehlen von Regeln begünstigt die Entstehung von Gewalt		-1	1	513
656	2	11	8	2961	3017	Der kleinste Teil der Gewalt an Schulen ist "hausgemacht		-1	1	514
478	2	3	10	0	121	An vielen Arbeitsplätzen sind Übergriffe und Drohungen bis hin zur körperlichen und sogar Waffengewalt eine reale Gefahr.		-1	1	363
479	2	3	10	880	1125	Wohl kaum jemand rechnet damit, von Kunden, Fahrgästen, Patienten, Antragstellern oder Klienten an seinem Arbeitsplatz massiv bedroht, beleidigt oder gar geschlagen zu werden. Doch das Phänomen Gewalt betrifft mehr Berufsgruppen als man annimmt.		-1	1	364
488	2	5	10	0	208	Gewalt in der Schule, die von den Medien gerne auf das Versagen der Lehrerschaft zurückgeführt wird, ist nach Meinung des Bildungsforschers Klaus Hurrelmann "Teil der sozialen Krankheit unserer Gesellschaft".		-1	1	441
489	2	5	10	1166	1226	aggressives Verhalten ist auch in der Schule allgegenwärtig.		-1	1	365
490	2	5	10	1227	1299	Schülerinnen und Schüler sind davon ebenso betroffen wie die Lehrkräfte.		-1	1	366
491	2	8	10	11	74	Unter Schülerinnen und Schülern kommt es oftmals zu Konflikten.		-1	1	367
492	2	8	10	75	223	Mittlerweile existieren gezielte Trainingsprogramme, mit denen solche Situationen, vor allem in den Klassen neun bis zehn, bewältigt werden können. 		-1	1	368
493	2	8	10	229	435	Zur Zeit sind viele Schulen dabei, über gezielte Trainingsprogramme Schülerinnen und Schüler, insbesondere der Klassen neun und zehn, zu befähigen, Streitigkeiten unter sich selbstverantwortlich zu regeln. 		-1	1	369
498	2	8	10	1317	1532	Und deshalb steht für die Vermittler, die Mediatoren, am Anfang das Training: Aktives Zuhören, sicheres Auftreten, Gerechtigkeitssinn, Erkennen von Stimmungen, Eingehen auf Gefühle der Streithähne, Gesprächsführung.		-1	1	374
506	2	8	10	3097	3305	Will man ein solches Programm in einer Schule fest implantieren, so bedarf es eines gezielten einführenden Trainings für die Mediatoren und einer begleitenden Betreuung durch einen Lehrer oder Sozialarbeiter.		-1	1	381
508	2	8	10	3414	3547	Aber das Programm strahlt vieles aus: Engagement und Zivilcourage "machen Schule" und das Verhältnis Schüler-Lehrer entwickelt sich. 		-1	1	383
510	2	8	10	16228	16300	Jede Konfliktsituation ist von konkreten und situativen Faktoren geprägt		-1	1	385
512	2	8	10	16917	17024	Für die Sekundarstufe I (zehn- bis 16-Jährige) ist es sicherlich günstig mit einem Fallbeispiel zu beginnen		-1	1	388
513	2	9	10	7867	7998	Inzwischen existieren bereits eine Reihe von Maßnahmen, die sich anbieten, sowohl präventiv als auch im nachhinein damit umzugehen.		-1	1	389
514	2	9	10	8236	8516	schlagen als Vorgehensweise bei aggressiven Handlungen im schulischen Kontext vor:\n\n1. Hemmung eines unerwünschten Verhaltens\n\n2. Verminderung unerwünschter Anreger\n\n3. Angebot von positiven Anregern\n\n4. Veränderung von Einstellungen\n\n5. Förderung eines alternativen Verhaltens.“\n	Nolting/Paulus	-1	1	390
515	2	9	10	8519	8600	Im schulischen Rahmen nimmt dabei die Bedeutung des proaktiven Klassenmanagements	Heller/Ziegler	1	1	362
516	2	9	10	8617	8621	 zu.	Heller/Ziegler	1	1	362
517	2	9	10	9055	9149	Grundsätzlich lassen sich präventive und intervenierende Handlungsmöglichkeiten unterscheiden.		-1	1	391
522	2	9	10	11189	11342	Außerdem sollen die bereits vorhandenen Methoden der Gesprächsführung erweitert werden und bei der Durchsetzung wichtiger Anliegen Fairness geübt werden.		-1	1	396
525	2	9	10	12304	12403	Es sollen Störungen, die im Unterricht auftreten, sowie extreme Unterrichtsstile vermindert werden.		-1	1	400
526	2	9	10	12775	12870	Bei der Mediation handelt es sich um eine Vermittlung in Konflikten durch unparteiische Dritte.		-1	1	401
527	2	9	10	12871	13006	Im schulischen Bereich werden dazu einzelne Schüler zu Konfliktlotsen ausgebildet, man spricht in diesem Falle von einer Peermediation.		-1	1	402
528	2	9	10	13007	13088	Dafür werden meist beliebte Schüler wie Schüler- oder Klassensprecher ausgewählt.		-1	1	403
529	2	9	10	13089	13185	Diese erhalten eine Sprechzeit während einer Unterrichtsstunde und einen eigenen Mediationsraum.		-1	1	404
530	2	9	10	13186	13276	In der Pause gibt es bestimmte Plätze , wo man Mediatoren als Ansprechpartner finden kann.		-1	1	405
531	2	9	10	13507	13578	Der Mediationsprozess lässt sich in drei verschiedene Phasen einteilen:		-1	1	406
532	2	9	10	13582	13647	Die Vorphase: Die Konfliktparteien sollen an einen Tisch kommen.\n		-1	1	407
533	2	9	10	13650	13710	Das Mediationsgespräch unterteilt sich wiederum in 5 Phasen:		-1	1	409
534	2	9	10	13973	14042	Die Betroffenen sollen beide als Sieger aus dem Konflikt herausgehen.		-1	1	410
537	2	9	10	14658	14747	Die Programme sind als schnelle Intervention für akute Konflikte in Schulklassen gedacht.		-1	1	413
539	2	9	10	14795	14852	Die Finanzierung muss durch die besagte Schule erfolgen.\n		-1	1	415
540	2	9	10	3417	3522	Grundsätzlich lässt sich feststellen, dass multifaktorielle Ursachen zur Entstehung von Gewalt beitragen.		-1	1	416
541	2	10	10	0	27	Gewalt hat viele Gesichter.		-1	1	417
542	2	10	10	118	149	Gewalt ist an der Tagesordnung.		-1	1	418
543	2	10	10	150	190	Doch mit Gewalt löst man keine Probleme.		-1	1	420
544	2	10	10	542	630	Immer weniger Kinder und Jugendliche sind in der Lage, Konflikte gewaltfrei auszutragen.		-1	1	421
545	2	10	10	631	819	Dabei sind Konflikte grundsätzlich nichts Negatives, schließlich sind sie Anlass und Möglichkeit, andere Meinungen wahrzunehmen, Anschauungen zu überdenken und das eigene Tun zu verändern.		-1	1	422
546	2	10	10	820	918	Aber immer häufiger werden sie unterdrückt oder mit Gewalt beantwortet, statt offen ausgesprochen.		-1	1	423
548	2	10	10	1120	1476	Mit der Kampagne wollten wir folgende Ziele erreichen:\n\n\n\n1. Kinder und Jugendliche für das Thema Gewalt sensibilisieren, \n\n\n\n2. die konstruktive Konfliktfähigkeit von Jugendlichen fördern, \n\n\n\n3. Handlungsmöglichkeiten entwickeln, die eine Alternative zu Gewalt darstellen, \n\n\n\n4. die Bildung von Netzwerken fördern, die Hilfen für Betroffene anbieten.\n\n\n		-1	1	425
551	2	10	10	1815	1941	Schüler/-innen können sich dort zu Streitschlichtern ausbilden lassen und vermitteln dann bei Konflikten zwischen Mitschülern.		-1	1	428
552	2	11	10	1449	1545	Gewaltbereitschaft entsteht auf dem Boden von übermäßiger Frustration und einem Ohnmachtsgefühl.		-1	1	429
553	2	11	10	1546	1701	Die Übertragung von Verantwortung an SchülerInnen und deren Beteiligung im Sinne der inneren Schulentwicklung ist eine tragende Säule der Gewaltprävention.		-1	1	431
554	2	11	10	1853	1936	Der Wille zur Mitgestaltung des Lernumfelds ist häufiger anzutreffen, als vermutet.		-1	1	432
556	2	11	10	2281	2339	Das Fehlen von Regeln begünstigt die Entstehung von Gewalt		-1	1	433
557	2	11	10	2341	2403	schon bestehende Regeln werden oft als aufgezwungen empfunden.		-1	1	434
558	2	11	10	2520	2636	Die Regeln sind nicht mehr nur auferlegt, werden durch die Unterschrift verbindlicher erlebt und besser mitgetragen.		-1	1	435
559	2	11	10	2404	2479	Die Schülerinnen können an der Festlegung von Sozialnormen beteiligt werden		-1	1	436
560	2	11	10	2961	3168	Der kleinste Teil der Gewalt an Schulen ist "hausgemacht" und deswegen müssen sich Erfolg versprechende Präventiv-maßnahmen auch auf den außerschulischen Bereich, etwa im Rahmen von Projektwochen erstrecken.		-1	1	437
561	2	11	10	3364	3447	Eine verbesserte Kommunikation wird möglich über das Erlernen bestimmter Techniken.		-1	1	438
562	2	11	10	3448	3544	Stichwörter sind hier Mediation, Streitschlichtung (peers) und interkulturelle Sensibilisierung.		-1	1	439
176	2	3	11	141	246	Wie können Gewalttaten und Übergriffe verhindert oder beendet werden und welche Hilfe brauchen die Opfer?		-1	1	144
182	2	3	11	691	720	Die Schülerinnen und Schüler\n		2	1	134
183	2	3	11	721	783	• eignen sich mit Hilfe von Textarbeit selbstständig Wissen an		2	1	134
184	2	3	11	785	843	• erleben mittels Rollenspielen Inhalte erlebnisorientiert		2	1	134
185	2	3	11	276	304	Die Schülerinnen und Schüler		4	1	135
188	2	3	11	447	510	 lernen die Grundregeln deeskalierender Gesprächsführung kennen		4	1	135
189	2	3	11	515	609	egreifen, dass Gewalterfahrungen schwerwiegende gesundheitliche Folgen nach sich ziehen können		4	1	135
190	2	3	11	613	670	erfahren, dass Opfer ein Recht auf Schutz und Hilfe haben		4	1	135
191	2	3	11	1129	1278	Junge Leute, die um die Gefahr wissen und auf etwaige Übergriffe vorbereitet sind, haben bessere Chancen, Gewalttaten vorzubeugen oder sie zu stoppen		-1	1	145
193	2	4	11	0	146	Neben persönlichem Mut gehört zur Zivilcourage der Einsatz für Humanität und Demokratie sowie die Bereitschaft zur friedlichen Konfliktaustragung.		-1	1	256
194	2	4	11	192	288	zivilgesellschaftlicher Einsatz mit kalkulierbarem Risiko, sollte dabei die Handlungsmaxime sein		-1	1	285
195	2	4	11	325	353	Die Schülerinnen und Schüler		9	1	137
196	2	4	11	357	420	kennen unterschiedliche Formen und Dimensionen von Zivilcourage		9	1	137
197	2	4	11	424	494	differenzieren zwischen Zivilcourage und falsch verstandenem Heldentum		9	1	137
198	2	4	11	498	591	setzten sich präventiv mit Situationen auseinander, die zivilcouragierter Verhalten erfordern		9	1	137
199	2	4	11	595	654	sind in der Lage, Situationen ab- und Risiken einzuschätzen		9	1	137
200	2	4	11	658	715	wissen um die Schwierigkeiten, zivilcouragiert zu handeln		9	1	137
207	2	4	11	734	762	Die Schülerinnen und Schüler		10	1	136
208	2	4	11	766	808	können Handlungen wertorientiert begründen		10	1	136
209	2	4	11	812	852	sind bereit, Verantwortung zu übernehmen		10	1	136
210	2	4	11	856	884	können deeskalierend agieren		10	1	136
211	2	4	11	888	1009	reflektieren im Hinblick auf die Notwendigkeit von Zivilcourage das Verhältnis von individuellem Handeln und Gesellschaft		10	1	136
212	2	4	11	1242	1344	 Manchmal überwiegt auch die Angst, sich selbst in Schwierigkeiten oder Unannehmlichkeiten zu bringen.		-1	1	296
215	2	5	11	346	373	Die Schülerinnen und Schüle		12	1	139
216	2	5	11	378	420	werden für das Thema Gewalt sensibilisiert		12	1	139
218	2	5	11	424	526	setzen sich mit unterschiedlichen Formen von Gewalt und verschiedenen Begriffsdefinitionen auseinander		12	1	139
219	2	5	11	529	589	 reflektieren eigene Erfahrungen mit Aggressionen und Gewalt		12	1	139
220	2	5	11	593	646	üben Strategien zur positiven Konfliktbewältigung ein		12	1	139
221	2	5	11	668	757	etzen sich damit auseinander, dass Gewalt unterschiedlich wahrgenommen und beurteilt wird		12	1	139
222	2	5	11	761	823	reflektieren und diskutieren Berichte zu aggressivem Verhalten		12	1	139
223	2	5	11	827	888	erfahren Ursachen von Gewalt und entwickeln Lösungsstrategien		12	1	139
224	2	5	11	891	964	 lernen verschiedene Reaktionsmöglichkeiten in Konfliktsituationen kennen		12	1	139
225	2	5	11	968	1005	entwickeln eine positive Streitkultur		12	1	139
226	2	5	11	0	104	Gewalt in der Schule, die von den Medien gerne auf das Versagen der Lehrerschaft zurückgeführt wird, ist	Bildungsforschers Klaus Hurrelmann	11	1	138
227	2	5	11	157	310	"Teil der sozialen Krankheit unserer Gesellschaft". Hier kann Schule mit einer thematischen Sensibilisierung und nachhaltigen Präventionsarbeit ansetzen.		11	1	138
228	2	6	11	0	55	Für Kinder ist es wichtig, auch das Neinsagen zu lernen		-1	1	307
229	2	6	11	57	168	Sie sollten in der Lage sein, selbst Grenzen zu setzen, wenn sie in eine für sie unangenehme Situation geraten.		-1	3	318
230	2	6	11	365	393	Die Schülerinnen und Schüler		13	2	140
231	2	6	11	397	440	lernen sich selbst und andere besser kennen		13	2	140
232	2	6	11	445	501	rkennen Versuchungssituationen und lernen zu widerstehen		13	2	140
233	2	6	11	504	545	 lernen, sich Gruppendruck zu widersetzen		13	2	140
234	2	6	11	549	568	üben das Nein-Sagen		13	2	140
235	2	6	11	571	626	 machen sich bewusst, was ihnen an Freunden wichtig ist		13	2	140
236	2	6	11	647	675	Die Schülerinnen und Schüler		14	2	141
237	2	6	11	679	712	tauschen sich in Kleingruppen aus		14	2	141
238	2	6	11	716	752	entwickeln und gestalten Spielszenen		14	2	141
239	2	6	11	756	786	präsentieren Arbeitsergebnisse		14	2	141
240	2	6	11	805	833	Die Schülerinnen und Schüler		15	2	142
243	2	6	11	874	918	besprechen und lösen Aufgaben in der Gruppe\n		15	2	142
244	2	6	11	921	947	trainieren Gesprächsregeln		15	2	142
245	2	6	11	836	871	 können mit einem Partner arbeiten\n		15	2	142
246	2	6	11	1124	1256	Kinder sollen darin unterstützt werden, zu lebensbejahenden, selbstbewussten und emotional stabilen Persönlichkeiten heranzuwachsen.		-1	2	329
247	2	6	11	1257	1370	Sie sollen lernen, Probleme und belastende Lebenssituationen anders zu bewältigen als mit Suchtmitteln und Drogen		-1	2	340
248	2	7	11	62	131	 Wie reagieren Kinder und Jugendliche psychisch auf Krisensituationen		-1	1	351
249	2	7	11	481	737	as unfassbare Massaker am 26. April 2002 in Erfurt und die Terroranschläge vom 11. Sept. 2001 auf die Vereinigten Staaten von Amerika haben unvorhergesehene Auswirkungen auf die gesamte Welt und bedrohen für alle schmerzlich den Frieden und unsere Zukunft.		-1	1	146
251	2	7	11	1451	1576	Schulkatastrophen in der Vergangenheit zeigen, dass Krisen die auch die scheinbar sichere Institution Schule konkret bedrohen		-1	1	157
252	2	7	11	1591	1734	Gewaltakte in Meißen, Metten und Brannenburg beispielsweise betreffen Schule direkt, Gewaltakte an einzelnen Kindern erschüttern Schulen ebenso		-1	1	168
253	2	7	11	2728	2930	Krisen können sich auch aus einer Zuspitzung längerer konflikthafter Prozesse ergeben, brechen aber in ihrer traumatisch-massiven Eindrücklichkeit unerwartet und unvorbereitet auf die Betroffenen herein		-1	1	179
254	2	7	11	2985	3061	Menschen und auch Institutionen brauchen in Krisensituationen Unterstützung.		-1	1	190
255	2	7	11	3063	3190	Der Begriff Krisenmanagement bezeichnet das bewusste, aktive sich Kümmern um Menschen und um Einrichtungen und deren Mitglieder		-1	1	201
256	2	7	11	3440	3553	Je kleiner Kinder sind, desto weniger reagieren sie emotional auf Vorkommnisse, die sie nicht selbst erlebt haben		-1	1	212
257	2	7	11	4738	4925	Wenn aus dem gewohnten Alltag heraus das dramatische und erschütternde Ereignis passiert, lassen sich immer wieder folgende, spiralförmig ablaufende Muster der Krisenverarbeitung erkennen		-1	1	223
258	2	7	11	5735	5846	Kinder, die sich mit der Ideologie ihrer Eltern identifizieren, verarbeiten politische Gewalt besser als andere		-1	1	234
259	2	7	11	5865	5947	Optimismus hilft sowohl emotionale als auch physische Schwierigkeiten zu überwinde		-1	1	245
260	2	7	11	5969	6051	Fähigkeit zur Selbstkontrolle hilft Kindern, die Kriegssituationen ausgesetzt sind		-1	1	257
261	2	7	11	6084	6187	Der Leugnungsmechanismus hilft Kinder sich zu distanzieren und somit mit der Situation fertig zu werden		-1	1	268
262	2	7	11	7068	7268	Es stellte sich außerdem heraus, dass Kinder, deren Eltern mit ihnen über Krisen- und Katastrophensituationen redeten, zwar mehr Angst zeigten, aber die Situation dann viel besser verarbeiten konnten.		-1	1	277
263	2	7	11	7697	7792	Aktive Bewältigung hängt zusammen mit Aktivität überhaupt, Problemlösefähigkeit und Optimismus 		-1	1	278
264	2	7	11	8049	8120	Ein wesentlicher Unterschied besteht darin, ob man agiert oder reagiert		-1	1	279
265	2	7	11	8414	8530	Pädagogische Angebote zur Krisenverarbeitung bedeuten eine sensiblen Gratwanderung zwischen Überreaktion und Lähmung		-1	1	280
266	2	7	11	8702	8787	In der gegenwärtigen Krise sind Lehrkräfte noch dazu in beiden „Rollen“ angesprochen.		-1	1	281
267	2	7	11	8789	8968	Es ist daher notwendig, dass sich die Pädagogen selbst, besser noch das Kollegium als Ganzes, mit der eigenen „Befindlichkeit“ bezüglich der miterlebten Katastrophe beschäftigten.		-1	1	282
268	2	7	11	8972	9109	Erst im Anschluss an eine solche „Selbstklärung“ sollten die mit den Schülern vertrauten Lehrkräfte pädagogisch mit den Klassen arbeiten 		-1	1	283
269	2	7	11	9324	9457	Den Schüler und Schülerinnen muss dabei die Freiheit gelassen werden, sich zurückzuziehen bzw. das Thema später wieder aufzugreifen.\n		-1	1	284
270	2	7	11	9649	9776	Die israelischen Krisenzinterventionszentren unterstützen diesen Prozess durch gezielte, dezidiert lösungsorientierte Maßnahmen		-1	1	286
271	2	7	11	9970	10021	Man kann alles ertragen, wenn man Überzeugungen hat		-1	1	287
273	2	7	11	10114	10271	direkter oder indirekter Ausdruck von Gefühlen\n\n„Gefühle, ob bewusst oder unbewusst, bilden den Boden\n\nfür unsere Erfahrungen in der Begegnung mit der Welt.“		-1	1	288
274	2	7	11	11769	11849	Jede Katastrophe, ob global oder individuell, löst Schock und Versteinerung aus.		-1	1	289
275	2	7	11	11932	12110	Mit Hilfe konkreter Kriseninterventionspläne kann die notwendige Handlungsfähigkeit von einzelnen Personen, Führungskräften und der gesamten Organisation aufrecht erhalten werden		-1	1	290
276	2	7	11	12271	12520	amit an Schulen bei Krisenereignissen professionell – pädagogisch gehandelt werden kann, ist es erforderlich, bereits weit im Vorfeld entsprechende Planungen zu treffen, um im Ernstfall nur noch Checklisten abfragen zu müssen, wie man zu handeln hat		-1	1	291
277	2	7	11	12523	12593	Dieses sogenannte Krisen-Management umfasst zwei große Aufgabengebiete		-1	1	292
278	2	7	11	12598	12685	Bewältigung der aktuellen Ereignisse und Präventions-Maßnahmen für mögliche Ereignisse\n		-1	1	293
279	2	7	11	13168	13260	Im Unterricht gilt das Prinzip der Versachlichung unter Wahrung der „Intimsphäre" der Schüle		-1	1	294
281	2	7	11	14034	14094	\nDurch Sachlichkeit bekommen diffuse Ängste ein Gegengewicht		-1	1	295
282	2	7	11	14264	14321	Auf keinen Fall aber soll man vor Kindern von Krieg reden		-1	1	297
283	2	7	11	14690	14830	Die Schulleitung nimmt in den Augen der Kinder eine Art Oberelternrolle ein und von daher ist deren Vorbildsverhalten grundlegend bedeutsam.		-1	1	298
284	2	7	11	15257	15325	Prävention gliedert sich in Primär-, Sekundär- und Tertiärprävention		-1	1	299
